SEQPLT18	YEAR	PSTATABB	PNAME	ORISPL	UTLSRVNM	LAT	LON	PLPRMFL	PLFUELCT	PLNGENAN	PLCO2AN	PLCO2EQA	PLC2ERTA	PLCO2CRT	UNCO2	BIOCO2	CHPCO2	PLGENACL	PLGENAOL	PLGENAGS	PLGENANC	PLGENAHY	PLGENABM	PLGENAWI	PLGENASO	PLGENAGT	PLGENAOF	PLGENAOP	PLGENATN	PLGENATR	PLGENATH
9610	2018	TX	Enterprise Products Operating	10261	Enterprise Products Optg LP	29.8247	-94.9197	NG	GAS	153326	136399	136540	1781	1779	136399		0	0	0	153326	0	0	0	0	0	0	0	0	153326	0	0
9611	2018	TX	ETT Presidio NaS Battery	60506	Electric Transmission Texas LLC	29.566263	-104.35535	MWH	OTHF	-1352			0	0				0	0	0	0	0	0	0	0	0	0	-1352	-1352	0	0
9612	2018	TX	EXC Wind 10	56836	Exelon Wind 10, LLC	35.8081	-101.9986	WND	WIND	19054								0	0	0	0	0	0	19054	0	0	0	0	0	19054	19054
9613	2018	TX	EXC Wind 11	56835	Exelon Wind 11, LLC	35.8119	-101.9789	WND	WIND	22131								0	0	0	0	0	0	22131	0	0	0	0	0	22131	22131
9614	2018	TX	EXC Wind 4	56560	Exelon Wind 4, LLC	36.4144	-101.3864	WND	WIND	195672								0	0	0	0	0	0	195672	0	0	0	0	0	195672	195672
9615	2018	TX	EXC Wind 5	56561	Exelon Wind 5, LLC	36.4453	-101.8761	WND	WIND	20475								0	0	0	0	0	0	20475	0	0	0	0	0	20475	20475
9616	2018	TX	EXC Wind 6	56562	Exelon Wind 6, LLC	36.4669	-101.8222	WND	WIND	21067								0	0	0	0	0	0	21067	0	0	0	0	0	21067	21067
9617	2018	TX	EXC Wind 7	56839	Exelon Wind 7, LLC	36.0264	-101.9	WND	WIND	24314								0	0	0	0	0	0	24314	0	0	0	0	0	24314	24314
9618	2018	TX	EXC Wind 8	56838	Exelon Wind 8, LLC	36.0075	-101.8614	WND	WIND	23749								0	0	0	0	0	0	23749	0	0	0	0	0	23749	23749
9619	2018	TX	EXC Wind 9	56837	Exelon Wind 9, LLC	35.9614	-101.8033	WND	WIND	23215								0	0	0	0	0	0	23215	0	0	0	0	0	23215	23215
9620	2018	TX	Exelon Laporte Generating Station	55365	LaPorte Power, LLC	29.7028	-95.0718	NG	GAS	50643	44441	44483	1757	1755	44441			0	0	50643	0	0	0	0	0	0	0	0	50643	0	0
9621	2018	TX	ExxonMobil Baytown Refinery	10436	Exxon Mobil Refining and Supply Co.	29.753517	-94.997277	NG	GAS	1109027	346005	346363	625	624	908205		562199	0	0	1109027	0	0	0	0	0	0	0	0	1109027	0	0
9622	2018	TX	ExxonMobil Baytown Turbine	10692	Exxon Mobil Refining and Supply Co.	29.759124	-95.009648	NG	GAS	2657670	832836	833697	627	627	2001525		1168689	0	0	2657670	0	0	0	0	0	0	0	0	2657670	0	0
9623	2018	TX	ExxonMobil Beaumont Refinery	50625	ExxonMobil Oil Corp	30.0636	-94.0753	NG	GAS	4210850	1426743	1428396	678	678	2370787		944044	0	0	4081043	0	0	0	0	0	0	129808	0	4210850	0	0
9624	2018	TX	ExxonMobil Hawkins Gas Plant	54962	Exxon Mobil Production Co	32.607778	-95.206388	NG	GAS																						
9625	2018	TX	Falcon Dam & Power	6410	International Bound & Wtr Comm	26.5575	-99.1642	WAT	HYDRO	66715								0	0	0	0	66715	0	0	0	0	0	0	0	66715	0
9626	2018	TX	Farmers Branch Renewable Energy Facility	57165	WM Renewable Energy LLC	33.031111	-96.957222	LFG	BIOMASS	24630	0	0	0	0	18274	18274		0	0	0	0	0	24630	0	0	0	0	0	0	24630	24630
9627	2018	TX	FGE Texas I	58931	FGE Texas I LLC	32.308611	-101.026111	NG	GAS																						
9628	2018	TX	FGE Texas II	58930	FGE Texas II LLC	32.309167	-101.024167	NG	GAS																						
9629	2018	TX	Flat Top Wind I	61212	Flat Top Wind I, LLC	31.684511	-98.603358	WND	WIND	635081								0	0	0	0	0	0	635081	0	0	0	0	0	635081	635081
9630	2018	TX	Fluvanna	59245	Fluvanna Wind Energy LLC	32.931944	-101.143611	WND	WIND	601150								0	0	0	0	0	0	601150	0	0	0	0	0	601150	601150
9631	2018	TX	Foard City Wind	61402	Foard City Wind, LLC	33.915315	-99.740278	WND	WIND																						
9632	2018	TX	Forest Creek Wind Farm LLC	56394	E ON Climate Renewables N America LLC	32.039	-101.22	WND	WIND	367110								0	0	0	0	0	0	367110	0	0	0	0	0	367110	367110
9633	2018	TX	Formosa Utility Venture Ltd	10554	Formosa Plastics Corp	28.6917	-96.5417	NG	GAS	3705926	1118629	1119785	604	604	1568184		449555	0	0	3657628	0	0	0	0	0	0	48298	0	3705926	0	0
9634	2018	TX	Forney Power Plant	55480	LaFrontera Holdings LLC	32.7563	-96.4916	NG	GAS	10421597	4518009	4522505	868	867	4518009			0	0	10421597	0	0	0	0	0	0	0	0	10421597	0	0
9635	2018	TX	Fort Bliss (DEA EPIC)	61887	Ameresco Federal Solutions	31.829986	-106.372861	SUN	SOLAR	1556								0	0	0	0	0	0	0	1556	0	0	0	0	1556	1556
9636	2018	TX	Freeport Energy	52120	Olin Blue Cube Operations	28.991289	-95.407481	NG	GAS	3972999	1358773	1360177	685	684	2209362		850589	0	0	3972999	0	0	0	0	0	0	0	0	3972999	0	0
9637	2018	TX	Freeport Energy Center	56152	Dow Chemical Co	28.988761	-95.395417	NG	GAS	1434043	443675	444134	619	619	745713		302038	0	0	1434043	0	0	0	0	0	0	0	0	1434043	0	0
9638	2018	TX	Freeport LP Pretreatment Facility	59145	Freeport LNG Development L.P	28.979167	-95.306944	NG	GAS																						
9639	2018	TX	Freestone Power Generation	55226	Freestone Power Generation LLC	31.8907	-96.1131	NG	GAS	6394911	2771528	2774328	868	867	2771528			0	0	6394911	0	0	0	0	0	0	0	0	6394911	0	0
9640	2018	TX	Friendswood Energy Center	60468	Friendswood Energy Genco, LLC	29.647267	-95.451516	NG	GAS	23311	19639	19658	1687	1685	19639			0	0	23311	0	0	0	0	0	0	0	0	23311	0	0
9641	2018	TX	G.S.E. One LLC	62505	Pattern Operators LP	33.500378	-96.146489	SUN	SOLAR																						
9642	2018	TX	Gaines County	60697	Southwestern Public Service Co	32.628531	-103.057236	NG	GAS																						
9643	2018	TX	Galloway Solar Farm	61920	225DD 8me LLC	31.264376	-99.533084	SUN	SOLAR																						
9644	2018	TX	GE-Lubbock	62642	GE Wind Energy LLC	33.59145	-102.056875	WND	WIND																						
9645	2018	TX	Gibbons Creek Steam Electric Station	6136	Texas Municipal Power Agency	30.619937	-96.081846	SUB	COAL	786451	974389	980938	2495	2478	974389			782963	0	3488	0	0	0	0	0	0	0	0	786451	0	0
9646	2018	TX	Goat Wind LP	56754	NRG Energy Gas & Wind Holdings Inc	31.951944	-100.791389	WND	WIND	414011								0	0	0	0	0	0	414011	0	0	0	0	0	414011	414011
9647	2018	TX	Golden Spread Panhandle Wnd Rch	57866	Golden Spread Electric Cooperative, Inc	35.243611	-102.21	WND	WIND	288583								0	0	0	0	0	0	288583	0	0	0	0	0	288583	288583
9648	2018	TX	Goldthwaite Wind Energy Facility	58321	Invenergy Services LLC	31.383333	-98.466667	WND	WIND	550041								0	0	0	0	0	0	550041	0	0	0	0	0	550041	550041
9649	2018	TX	Gonzales Hydro Plant	7394	City of Gonzales - (TX)	29.497166	-97.45516	WAT	HYDRO																						
9650	2018	TX	Goodnight	59246	FGE Goodnight, LLC	35.093889	-101.326111	WND	WIND																						
9651	2018	TX	Goodyear Beaumont Chemical Plant	54321	Goodyear Tire & Rubber Co	29.9728	-94.2142	NG	GAS	221996	72538	72698	655	654	461268		388730	0	3468	218528	0	0	0	0	0	0	0	0	221996	0	0
9652	2018	TX	Gopher Creek Wind Farm	61417	Fluvanna Wind Energy 2 LLC	32.875073	-101.208955	WND	WIND																						
9653	2018	TX	Graham	3490	Luminant Generation Company LLC	33.1344	-98.6117	NG	GAS	131164	91909	92002	1403	1401	91909			0	0	131164	0	0	0	0	0	0	0	0	131164	0	0
9654	2018	TX	Grandview Wind Farm III LLC	59067	E ON Climate Renewables N America LLC	35.313056	-101.274444	WND	WIND																						
9655	2018	TX	Grandview Wind Farm, LLC	58596	E ON Climate Renewables N America LLC	35.238333	-101.310833	WND	WIND	944008								0	0	0	0	0	0	944008	0	0	0	0	0	944008	944008
9656	2018	TX	Granite Shoals	3597	Lower Colorado River Authority	30.556	-98.3384	WAT	HYDRO	46958								0	0	0	0	46958	0	0	0	0	0	0	0	46958	0
9657	2018	TX	Greasewood	62804	Concho Bluff LLC	31.030996	-102.488209	SUN	SOLAR																						
9658	2018	TX	Great Plains Windpark LLC	56905	Great Plains Windpark Legacy LLC	36.4964	-101.3917	WND	WIND	330784								0	0	0	0	0	0	330784	0	0	0	0	0	330784	330784
9659	2018	TX	Green Pastures Wind I	59732	Green Pastures Wind I, LLC	33.628222	-99.411169	WND	WIND	554729								0	0	0	0	0	0	554729	0	0	0	0	0	554729	554729
9660	2018	TX	Green Pastures Wind II	59733	Green Pastures Wind II, LLC	33.645964	-99.532944	WND	WIND	508953								0	0	0	0	0	0	508953	0	0	0	0	0	508953	508953
9661	2018	TX	Greens Bayou	3464	NRG Texas Power LLC	29.822201	-95.219429	NG	GAS	48969	44025	44068	1800	1798	44025			0	0	48969	0	0	0	0	0	0	0	0	48969	0	0
9662	2018	TX	Gregory Power Facility	55086	Gregory Power Partners LP	27.88929	-97.258417	NG	GAS	-6353			0	0				0	0	-6353	0	0	0	0	0	0	0	0	-6353	0	0
9663	2018	TX	Griffin Trail Wind	62411	Griffin Trail Wind, LLC	33.609313	-99.58229	WND	WIND																						
9664	2018	TX	GRS Sunset Farms	55588	Gas Recovery Systems Inc	30.3431	-97.6203	LFG	BIOMASS																						
9665	2018	TX	Guadalupe Generating Station	55153	Guadalupe Power Partners LP	29.6244	-98.1419	NG	GAS	5527011	2644305	2646677	958	957	2644305			0	0	5527011	0	0	0	0	0	0	0	0	5527011	0	0
9666	2018	TX	Gunsight Mountain Wind Energy LLC	56776	Invenergy Services LLC	32.240278	-101.473611	WND	WIND	506572								0	0	0	0	0	0	506572	0	0	0	0	0	506572	506572
9667	2018	TX	H 4	3583	Guadalupe Blanco River Authority	29.495193	-97.624948	WAT	HYDRO	7031								0	0	0	0	7031	0	0	0	0	0	0	0	7031	0
9668	2018	TX	H 5	3584	Guadalupe Blanco River Authority	29.4681	-97.4919	WAT	HYDRO	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
9669	2018	TX	H W Pirkey Power Plant	7902	Southwestern Electric Power Co	32.4607	-94.4852	LIG	COAL	4585248	5799830	5839372	2547	2530	5799830			4577189	0	8059	0	0	0	0	0	0	0	0	4585248	0	0
9670	2018	TX	Hackberry Wind Farm	56823	Hackberry Wind LLC	32.7683	-99.4228	WND	WIND	361577								0	0	0	0	0	0	361577	0	0	0	0	0	361577	361577
9671	2018	TX	Hal C Weaver Power Plant	50118	University of Texas at Austin	30.2867	-97.7356	NG	GAS	336331	101001	101106	601	601	275455		174454	0	0	336331	0	0	0	0	0	0	0	0	336331	0	0
9672	2018	TX	Hale Community Wind Farm	59247	Hale Wind Energy	33.927778	-101.742222	WND	WIND																						
9673	2018	TX	Halyard Henderson Energy Center	60268	Halyard Energy Henderson, LLC	32.07	-95.683472	NG	GAS																						
9674	2018	TX	Halyard Wharton Energy Center	60221	Halyard Energy Wharton, LLC	29.265	-96.3963	NG	GAS																						
9675	2018	TX	Handley Generating Station	3491	Exelon Power	32.7283	-97.2192	NG	GAS	757356	548544	549172	1450	1449	548544			0	0	757356	0	0	0	0	0	0	0	0	757356	0	0
9676	2018	TX	Harbor Wind LLC	58424	Harbor Wind Tenant LLC	27.832222	-97.440278	WND	WIND	11997								0	0	0	0	0	0	11997	0	0	0	0	0	11997	11997
9677	2018	TX	Hardin County Peaking Facility	56604	East Texas Electric Coop, Inc	30.3038	-94.2526	NG	GAS	45942	35049	35073	1527	1526	35049			0	0	45942	0	0	0	0	0	0	0	0	45942	0	0
9678	2018	TX	Harrington Station	6193	Southwestern Public Service Co	35.29816	-101.747187	SUB	COAL	4783688	5356390	5398163	2257	2239	5356390			4754028	0	29660	0	0	0	0	0	0	0	0	4783688	0	0
9679	2018	TX	Harrison County Power Project	55664	East Texas Electric Coop, Inc	32.3958	-94.4367	NG	GAS	1572405	685175	685874	872	871	685175			0	0	1572405	0	0	0	0	0	0	0	0	1572405	0	0
9680	2018	TX	Harvest Moon Renewable Energy Company	61493	Harvest Moon Renewable Energy Company LLC	29.740788	-96.15994	SUN	SOLAR	450								0	0	0	0	0	0	0	450	0	0	0	0	450	450
9681	2018	TX	Hays Energy Facility	55144	Hays Energy, LLC	29.7806	-97.9894	NG	GAS	3060201	1378077	1379500	902	901	1378077			0	0	3060201	0	0	0	0	0	0	0	0	3060201	0	0
9682	2018	TX	Hidalgo Wind Farm II	62618	Hidalgo Wind Farm II LLC	26.492862	-98.448267	WND	WIND																						
9683	2018	TX	Hidalgo Wind Farm LLC	57617	Hidalgo Wind Farm LLC	26.465556	-98.411111	WND	WIND	882896								0	0	0	0	0	0	882896	0	0	0	0	0	882896	882896
9684	2018	TX	High Lonesome Wind Power, LLC	62562	High Lonesome Wind Power, LLC	31.171652	-101.881147	WND	WIND																						
9685	2018	TX	High Plains	56834	High Plains Wind Power LLC	35.3503	-101.54	WND	WIND	22083								0	0	0	0	0	0	22083	0	0	0	0	0	22083	22083
9686	2018	TX	Highway 56 Solar	61409	Cypress Creek Renewables	33.614436	-96.690448	SUN	SOLAR	8855								0	0	0	0	0	0	0	8855	0	0	0	0	8855	8855
9687	2018	TX	Hill County Generation Facility	60194	Brazos Electric Power Coop Inc	32.241111	-97.071389	NG	GAS																						
9688	2018	TX	Holly Street	3549	Austin Energy	30.25	-97.716667	NG	GAS																						
9689	2018	TX	Holstein 1 Solar Farm	61962	226HC 8me LLC	32.104125	-100.162375	SUN	SOLAR																						
9690	2018	TX	Horse Creek Wind Farm	60339	Horse Creek Wind, LLC	33.35	-99.54	WND	WIND	883449								0	0	0	0	0	0	883449	0	0	0	0	0	883449	883449
9691	2018	TX	Horse Hollow Wind Energy Center	56291	FPL Energy Horse Hollow LLC	32.214024	-100.05712	WND	WIND	2440172								0	0	0	0	0	0	2440172	0	0	0	0	0	2440172	2440172
9692	2018	TX	Horseshoe Bend	59806	Luminant Generation Company LLC	32.290724	-100.865736	SUN	SOLAR																						
9693	2018	TX	Houston Chemical Complex Battleground	50043	Oxy Vinyls LP	29.7314	-95.0839	NG	GAS	1768002	585914	586519	663	663	1150505		564591	0	0	1747298	0	0	0	0	0	0	20704	0	1768002	0	0
9694	2018	TX	Houston Plant	52065	Eco Services Corp.	29.71977	-95.270562	WH	OTHF	59024								0	0	0	0	0	0	0	0	0	0	59025	59025	0	0
9695	2018	TX	Hueco Mountain Wind Ranch	55578	El Paso Electric Co	31.7158	-105.9908	WND	WIND																						
9696	2018	TX	IKEA Grand Prairie Rooftop PV System	61309	IKEA Property Inc	32.82	-97.05	SUN	SOLAR	1881								0	0	0	0	0	0	0	1881	0	0	0	0	1881	1881
9697	2018	TX	IKEA Live Oak Rooftop PV System	62152	IKEA Property Inc	29.48	-98.25	SUN	SOLAR																						
9698	2018	TX	IKEA Round Rock 027	58013	IKEA Property Inc	30.557044	-97.690286	SUN	SOLAR	1777								0	0	0	0	0	0	0	1777	0	0	0	0	1777	1777
9699	2018	TX	Inadale Wind Farm LLC	56984	E ON Climate Renewables N America LLC	32.4969	-100.5797	WND	WIND	526945								0	0	0	0	0	0	526945	0	0	0	0	0	526945	526945
9700	2018	TX	Ingleside Cogeneration	55313	Ingleside Cogeneration LP	27.882778	-97.242778	NG	GAS	2596042	820317	821165	633	632	1468479		648162	0	0	2564058	0	0	0	0	0	0	31984	0	2596042	0	0
9701	2018	TX	Inks	3598	Lower Colorado River Authority	30.731599	-98.385422	WAT	HYDRO	18118								0	0	0	0	18118	0	0	0	0	0	0	0	18118	0
9702	2018	TX	International Paper - Orange	10425	International Paper - Orange	30.2178	-93.7422	BLQ	BIOMASS	274218	24709	25883	189	180	1218648	1019842	174097	0	0	70664	0	0	201696	0	0	0	1859	0	72522	201696	201696
9703	2018	TX	International Paper Texarkana Mill	54097	Graphic Packaging International - Texarkana	33.2553	-94.0696	BLQ	BIOMASS	422596	18242	20916	99	86	2294523	2129955	146327	0	0	54634	0	0	367962	0	0	0	0	0	54634	367962	367962
9704	2018	TX	Ivory Solar	61697	Lamesa Solar II, L.L.C.	32.713326	-101.885218	SUN	SOLAR	12403								0	0	0	0	0	0	0	12403	0	0	0	0	12403	12403
9705	2018	TX	J K Spruce	7097	City of San Antonio - (TX)	29.309722	-98.3203	SUB	COAL	7228933	7872623	7932468	2195	2178	7872623			7199494	0	29439	0	0	0	0	0	0	0	0	7228933	0	0
9706	2018	TX	J Robert Massengale Generating Station	3604	City of Lubbock - (TX)	33.6039	-101.8408	NG	GAS	171241	90791	90891	1062	1060	90791			0	0	171241	0	0	0	0	0	0	0	0	171241	0	0
9707	2018	TX	J T Deely	6181	City of San Antonio - (TX)	29.308056	-98.3228	SUB	COAL	4596611	5956868	5997797	2610	2592	5956868			4594347	0	2264	0	0	0	0	0	0	0	0	4596611	0	0
9708	2018	TX	Jack County Generation Facility	55230	Brazos Electric Power Coop Inc	33.101	-97.9574	NG	GAS	3651675	1591672	1593311	873	872	1591672			0	0	3651675	0	0	0	0	0	0	0	0	3651675	0	0
9709	2018	TX	Jameson Gas Processing Plant	55052	WTG Jameson, L.P.	32.05	-100.6917	NG	GAS	14749	7258	7265	985	984	7258			0	0	14749	0	0	0	0	0	0	0	0	14749	0	0
9710	2018	TX	Javelina Wind Energy II, LLC	60645	Javelina Wind Energy II, LLC	27.44	-98.91	WND	WIND	798214								0	0	0	0	0	0	798214	0	0	0	0	0	798214	798214
9711	2018	TX	Javelina Wind Energy, LLC	60104	Javelina Wind Energy, LLC	27.32	-99	WND	WIND	962468								0	0	0	0	0	0	962468	0	0	0	0	0	962468	962468
9712	2018	TX	JCO Oxides Olefins Plant	54637	Huntsman Corp	29.963502	-93.929737	NG	GAS	525474	157291	157453	599	599	437839		280548	0	0	525474	0	0	0	0	0	0	0	0	525474	0	0
9713	2018	TX	Johnson County Generation Facility	54817	Brazos Electric Power Coop Inc	32.3994	-97.4078	NG	GAS	447947	218644	218865	977	976	218644			0	107	447840	0	0	0	0	0	0	0	0	447947	0	0
9714	2018	TX	Jones Station	3482	Southwestern Public Service Co	33.5239	-101.7392	NG	GAS	2400985	1538047	1539623	1282	1281	1538047			0	3512	2397473	0	0	0	0	0	0	0	0	2400985	0	0
9715	2018	TX	Jumbo Hill Wind Project	62630	Engie North America	32.386	-102.949	WND	WIND																						
9716	2018	TX	Karankawa Wind LLC	61343	Avangrid Renewables LLC	28.109303	-97.750481	WND	WIND																						
9717	2018	TX	Keechi Wind	58838	Enbridge	33.143056	-98.161111	WND	WIND	425499								0	0	0	0	0	0	425499	0	0	0	0	0	425499	425499
9718	2018	TX	Kellam Solar	62774	BT Kellam Solar LLC	32.4744	-95.7156	SUN	SOLAR																						
9719	2018	TX	King Mountain Wind Ranch 1	55581	FPL Energy Upton Wind LP	31.2092	-102.2417	WND	WIND	312760								0	0	0	0	0	0	312760	0	0	0	0	0	312760	312760
9720	2018	TX	Kingsberry Energy Storage System	61741	Austin Energy	30.266028	-97.686139	MWH	OTHF	-354			0	0				0	0	0	0	0	0	0	0	0	0	-354	-354	0	0
9721	2018	TX	Knox Lee Power Plant	3476	Southwestern Electric Power Co	32.3766	-94.6415	NG	GAS	142855	108308	108412	1518	1516	108308			0	0	142855	0	0	0	0	0	0	0	0	142855	0	0
9722	2018	TX	La Paloma Energy Center	59924	Coronado Power Ventures LLC	26.216361	-97.628061	NG	GAS																						
9723	2018	TX	Lake Creek	3502	Luminant Generation Company LLC	31.4647	-96.985																								
9724	2018	TX	Lake Hubbard	3452	Luminant Generation Company LLC	32.8358	-96.5458	NG	GAS	275420	196980	197180	1432	1430	196980			0	0	275420	0	0	0	0	0	0	0	0	275420	0	0
9725	2018	TX	Lamar Power Plant	55097	LaFrontera Holdings LLC	33.6308	-95.59	NG	GAS	7285075	3095885	3099016	851	850	3095885			0	0	7285075	0	0	0	0	0	0	0	0	7285075	0	0
9726	2018	TX	Lamesa Solar	60372	Southern Power Co	32.715611	-101.926522	SUN	SOLAR	239513								0	0	0	0	0	0	0	239513	0	0	0	0	239513	239513
9727	2018	TX	Lampwick	61872	Cypress Creek Renewables	30.872228	-99.537261	SUN	SOLAR																						
9728	2018	TX	Langford Wind Power	57153	Langford Wind Power LLC	31.085435	-100.67882	WND	WIND	500369								0	0	0	0	0	0	500369	0	0	0	0	0	500369	500369
9729	2018	TX	Lapetus	62448	Lapetus Energy Project LLC	32.460054	-102.672809	SUN	SOLAR																						
9730	2018	TX	Laredo	3439	Topaz Power Group GP II, LLC	27.5667	-99.5089	NG	GAS	173217	97208	97312	1124	1122	97208			0	0	173217	0	0	0	0	0	0	0	0	173217	0	0
9731	2018	TX	Leon Creek	3609	City of San Antonio - (TX)	29.3525	-98.5761	NG	GAS	201102	134311	134440	1337	1336	134311			0	0	201102	0	0	0	0	0	0	0	0	201102	0	0
9732	2018	TX	Leon Solar	61532	Cypress Creek Renewables	33.16114	-96.239739	SUN	SOLAR	19395								0	0	0	0	0	0	0	19395	0	0	0	0	19395	19395
9733	2018	TX	Lewis Creek	3457	Entergy Texas Inc.	30.4356	-95.5214	NG	GAS	1996351	1170715	1172028	1174	1173	1170715			0	0	1996351	0	0	0	0	0	0	0	0	1996351	0	0
9734	2018	TX	Lewisville	794	City of Garland - (TX)	33.068473	-96.963806	WAT	HYDRO	4812								0	0	0	0	4812	0	0	0	0	0	0	0	4812	0
9735	2018	TX	Limestone	298	NRG Texas Power LLC	31.4219	-96.2525	SUB	COAL	9548363	10608337	10691799	2240	2222	10608337			9496253	0	52110	0	0	0	0	0	0	0	0	9548363	0	0
9736	2018	TX	Little Pringle I Wind Farm	57263	DeWind Co.	35.964272	-101.540238	WND	WIND	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
9737	2018	TX	Little Pringle II Wind Farm	57264	DeWind Co.	35.924858	-101.541363	WND	WIND	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
9738	2018	TX	Live Oak Wind Project	61782	Engie North America	31.048557	-100.623114	WND	WIND																						
9739	2018	TX	Llano Estacado Wind Ranch	55579	Llano Estacado Wind Ranch	35.28375	-101.14812	WND	WIND	113650								0	0	0	0	0	0	113650	0	0	0	0	0	113650	113650
9740	2018	TX	Lockett Windfarm	62356	Lockett Windfarm, LLC	34.072251	-99.264676	WND	WIND																						
9741	2018	TX	Logans Gap Wind LLC	59442	Pattern Operators LP	31.8225	-98.690556	WND	WIND	683265								0	0	0	0	0	0	683265	0	0	0	0	0	683265	683265
9742	2018	TX	Lone Star Power Plant	3477	Southwestern Electric Power Co	32.9215	-94.7226	NG	GAS	5917	5119	5125	1732	1730	5119			0	0	5917	0	0	0	0	0	0	0	0	5917	0	0
9743	2018	TX	Longhorn Wind	58772	EDF Renewable Asset Holdings, Inc.	34.311111	-101.251111	WND	WIND	786086								0	0	0	0	0	0	786086	0	0	0	0	0	786086	786086
9744	2018	TX	Loraine Windpark Project LLC	57303	Loraine Windpower Project	32.4375	-100.7444	WND	WIND	418716								0	0	0	0	0	0	418716	0	0	0	0	0	418716	418716
9745	2018	TX	Lorenzo Wind	59244	Lorenzo Wind, LLC	33.699167	-101.524722	WND	WIND	79714								0	0	0	0	0	0	79714	0	0	0	0	0	79714	79714
9746	2018	TX	Los Vientos V Wind Power	60059	Los Vientos Windpower V, LLC	26.411689	-98.571554	WND	WIND	369643								0	0	0	0	0	0	369643	0	0	0	0	0	369643	369643
9747	2018	TX	Los Vientos Wind 1A	57751	Los Vientos Wind 1A, LLC	26.33072	-97.5857	WND	WIND	625455								0	0	0	0	0	0	625455	0	0	0	0	0	625455	625455
9748	2018	TX	Los Vientos Wind 1B	57752	Los Vientos Wind 1B, LLC	26.34892	-97.6668	WND	WIND	558407								0	0	0	0	0	0	558407	0	0	0	0	0	558407	558407
9749	2018	TX	Los Vientos Windpower III	59320	Los Vientos Windpower III, LLC	26.388611	-98.806111	WND	WIND	699738								0	0	0	0	0	0	699738	0	0	0	0	0	699738	699738
9750	2018	TX	Los Vientos Windpower IV	59321	Los Vientos Windpower IV, LLC	26.380556	-98.818333	WND	WIND	728555								0	0	0	0	0	0	728555	0	0	0	0	0	728555	728555
9751	2018	TX	Lost Pines 1	55154	Lower Colorado River Authority	30.1478	-97.2714	NG	GAS	2320257	1003388	1004419	866	865	1003388			0	0	2320257	0	0	0	0	0	0	0	0	2320257	0	0
9752	2018	TX	Lubbock Wind Ranch	57259	Lubbock Wind LLC	33.5697	-101.7653	WND	WIND	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
9753	2018	TX	M&G Resins USA	60642	CC Polymers LLC	27.833756	-97.496523	WH	OTHF																						
9754	2018	TX	Magic Valley Generating Station	55123	Calpine Corp-Magic Valley	26.3403	-98.19	NG	GAS	3271743	1400443	1401883	857	856	1400443			0	0	3271743	0	0	0	0	0	0	0	0	3271743	0	0
9755	2018	TX	Magic Valley Wind Farm I LLC	57802	E ON Climate Renewables N America LLC	26.475278	-97.691111	WND	WIND	692151								0	0	0	0	0	0	692151	0	0	0	0	0	692151	692151
9756	2018	TX	Magic Valley Wind Farm III LLC	60362	E ON Climate Renewables N America LLC	26.49	-97.81	WND	WIND																						
9757	2018	TX	Majestic 1 Wind Farm	56648	NextEra Energy Majestic Wind	35.3919	-101.53	WND	WIND	325858								0	0	0	0	0	0	325858	0	0	0	0	0	325858	325858
9758	2018	TX	Majestic 2 Wind Farm	56658	Pattern Operators LP	35.392222	-101.585833	WND	WIND																						
9759	2018	TX	Majestic II Wind	58363	NextEra Energy Majestic Wind	35.386038	-101.578572	WND	WIND	348322								0	0	0	0	0	0	348322	0	0	0	0	0	348322	348322
9760	2018	TX	Marble Falls	3599	Lower Colorado River Authority	30.555288	-98.257593	WAT	HYDRO	16647								0	0	0	0	16647	0	0	0	0	0	0	0	16647	0
9761	2018	TX	Mariah del Norte	59005	Mariah Holdings II LLC c/o CAMS	34.6675	-102.577778	WND	WIND	884793								0	0	0	0	0	0	884793	0	0	0	0	0	884793	884793
9762	2018	TX	Mariah East	59006	Mariah del Este LLC	34.694444	-102.671667	WND	WIND																						
9763	2018	TX	Mariah South	59007	Mariah del Sur LLC	34.581389	-102.569722	WND	WIND																						
9764	2018	TX	Marlin Solar	61513	Cypress Creek Renewables	31.286739	-96.877205	SUN	SOLAR	9402								0	0	0	0	0	0	0	9402	0	0	0	0	9402	9402
9765	2018	TX	Marshall Ford	3600	Lower Colorado River Authority	30.3899	-97.9073	WAT	HYDRO	132186								0	0	0	0	132186	0	0	0	0	0	0	0	132186	0
9766	2018	TX	Martin Lake	6146	Luminant Generation Company LLC	32.2606	-94.5706	LIG	COAL	14049804	16267643	16397733	2334	2316	16267643			14040515	9289	0	0	0	0	0	0	0	0	0	14049804	0	0
9767	2018	TX	Maryneal Windpower	62836	Maryneal Windpower, LLC	32.199366	-100.491908	WND	WIND																						
9768	2018	TX	Maverick Creek Wind	62853	Maverick Creek Wind, LLC	31.262546	-99.843961	WND	WIND																						
9769	2018	TX	McAdoo Wind Energy LLC	56773	Invenergy Services LLC	33.752201	-100.967402	WND	WIND	571374								0	0	0	0	0	0	571374	0	0	0	0	0	571374	571374
